P20536	4OD8
Q9FLT2	AF-Q9FLT2-F1
Q16322	AF-Q16322-F1
P32270	3UPU
Q9VGE8	AF-Q9VGE8-F1
C0HKB4	UnFound
Q8VHC5	2M28
Q8K057	AF-Q8K057-F1
Q9QY93	2A3Q
Q9N2W7	AF-Q9N2W7-F1
P23453	AF-P23453-F1
Q969F0	AF-Q969F0-F1
Q9SYG4	AF-Q9SYG4-F1
P46924	AF-P46924-F1
C8VQ61	AF-C8VQ61-F1
Q8BGG0	AF-Q8BGG0-F1
Q09173	AF-Q09173-F1
Q6SP97	8I7O
Q9LUI3	AF-Q9LUI3-F1
D2WKD9	AF-D2WKD9-F1
P26675	1AZE
A8WGB1	AF-A8WGB1-F1
Q1H5E9	AF-Q1H5E9-F1
Q86VF7	AF-Q86VF7-F1
Q62975	AF-Q62975-F1
O30913	AF-O30913-F1
Q6IFU8	AF-Q6IFU8-F1
W8JDE2	AF-W8JDE2-F1
A9CH39	4DJA
Q96MM7	AF-Q96MM7-F1
Q9Z2V2	AF-Q9Z2V2-F1
O88446	AF-O88446-F1
O60667	7YSG
Q96EK4	2LAU
P43592	AF-P43592-F1
P54269	AF-P54269-F1
Q9SAV3	AF-Q9SAV3-F1
P38747	7PL7
O65202	1W07
Q9LHR4	AF-Q9LHR4-F1
Q8WWQ0	3MB3
P13645	3ASW
P16054	AF-P16054-F1
Q67E05	AF-Q67E05-F1
Q8RWL0	AF-Q8RWL0-F1
O74770	AF-O74770-F1
Q6NW40	4BQ6
P29402	AF-P29402-F1
O42862	AF-O42862-F1
Q9H0K6	AF-Q9H0K6-F1
Q943I6	AF-Q943I6-F1
P9WGW3	2H5X
Q46389	1F6Y
Q96P44	AF-Q96P44-F1
O34723	4LDZ
O82794	AF-O82794-F1
Q97NX8	AF-Q97NX8-F1
P43243	AF-P43243-F1
Q96HP4	AF-Q96HP4-F1
O95343	AF-O95343-F1
Q9H9B4	AF-Q9H9B4-F1
A2VB89	AF-A2VB89-F1
Q5SWW4	AF-Q5SWW4-F1
P49891	1AQU
P40022	AF-P40022-F1
Q84JC2	AF-Q84JC2-F1
Q5SNX7	AF-Q5SNX7-F1
Q3E7Y3	6KE6
Q9GZN8	AF-Q9GZN8-F1
P13569	1XMI
R9QMQ9	AF-R9QMQ9-F1
Q920V1	AF-Q920V1-F1
Q9WUL6	4G3C
P36018	AF-P36018-F1
Q13286	AF-Q13286-F1
F5H9N4	UnFound
Q567V2	AF-Q567V2-F1
Q9SMM5	AF-Q9SMM5-F1
Q0WSH6	AF-Q0WSH6-F1
A2Q7E0	AF-A2Q7E0-F1
P0C421	AF-P0C421-F1
B2RYG6	AF-B2RYG6-F1
P84098	4UG0
F9VPG1	AF-F9VPG1-F1
P24161	AF-P24161-F1
B4F7B7	AF-B4F7B7-F1
P28348	AF-P28348-F1
P22670	1DP7
Q99ML2	AF-Q99ML2-F1
P31405	AF-P31405-F1
Q8TE02	AF-Q8TE02-F1
Q16619	AF-Q16619-F1
Q5VZ89	AF-Q5VZ89-F1
Q7TSE6	AF-Q7TSE6-F1
Q14721	7RE5
P03633	1AL0
Q9CAY3	AF-Q9CAY3-F1
P63147	AF-P63147-F1
Q969T7	7ZEE
O00244	1FE0
P10735	AF-P10735-F1
Q20745	AF-Q20745-F1
Q9HW38	AF-Q9HW38-F1
Q09037	AF-Q09037-F1
Q8IYJ0	AF-Q8IYJ0-F1
G3XD97	AF-G3XD97-F1
P9WPP7	1N40
Q5N712	AF-Q5N712-F1
Q08189	AF-Q08189-F1
Q17RS7	5T9J
Q9H6D7	7SQK
Q8BZA9	AF-Q8BZA9-F1
P05305	1EDN
A0A1B0GQX2	AF-A0A1B0GQX2-F1
A6P6V9	AF-A6P6V9-F1
P20393	1A6Y
Q09171	AF-Q09171-F1
Q99PW7	AF-Q99PW7-F1
Q9UER7	2KQS
Q9P7C3	AF-Q9P7C3-F1
O14162	AF-O14162-F1
Q9FFC0	AF-Q9FFC0-F1
Q9M8Z5	AF-Q9M8Z5-F1
O13016	AF-O13016-F1
P43121	6LYN
O75570	8OIN
P0C456	AF-P0C456-F1
Q9P7Q7	AF-Q9P7Q7-F1
P53220	2CIU
P40377	AF-P40377-F1
Q8TBJ4	AF-Q8TBJ4-F1
Q80ZD8	2XOT
P9WH43	4NNG
O59802	AF-O59802-F1
Q99JB8	3M3W
Q8BGW3	AF-Q8BGW3-F1
Q71V39	4C0S
P48232	AF-P48232-F1
Q55GF9	AF-Q55GF9-F1
Q5VN06	AF-Q5VN06-F1
P56974	AF-P56974-F1
Q9ULD4	3PFS
O88632	AF-O88632-F1
P52698	AF-P52698-F1
D3ZH22	AF-D3ZH22-F1
Q9NZ72	AF-Q9NZ72-F1
P56874	3UX4
P22353	3J6B
P22083	AF-P22083-F1
Q9ER69	AF-Q9ER69-F1
Q54F25	AF-Q54F25-F1
Q9V5C6	AF-Q9V5C6-F1
P0A7D7	2GQR
Q4JQU6	UnFound
Q6RHR6	7VM8
Q8XLE8	3ODM
P58032	3ID5
Q9BX84	AF-Q9BX84-F1
P03311	1QGC
Q9M658	3VEM
Q00496	1T3A
Q9C0D2	AF-Q9C0D2-F1
P33402	AF-P33402-F1
Q2FZQ3	6TBB
Q61010	AF-Q61010-F1
Q9V3B4	AF-Q9V3B4-F1
Q08309	AF-Q08309-F1
Q9Y5J6	7CGP
Q5FYB1	AF-Q5FYB1-F1
O02100	AF-O02100-F1
P92942	AF-P92942-F1
Q9Y5U4	4J82
P0AG30	1A62
A3DHD2	4PEU
P93789	AF-P93789-F1
P54259	AF-P54259-F1
P55268	AF-P55268-F1
A0A218N035	AF-A0A218N035-F1
P52734	AF-P52734-F1
P61855	AF-P61855-F1
Q8TDG4	AF-Q8TDG4-F1
Q9H3L0	5CUZ
Q9S4P4	AF-Q9S4P4-F1
Q924T3	AF-Q924T3-F1
Q10080	AF-Q10080-F1
P53668	AF-P53668-F1
Q91VA6	AF-Q91VA6-F1
B1Q2A8	AF-B1Q2A8-F1
P09193	6WJ6
Q8WXS3	AF-Q8WXS3-F1
Q96RA2	AF-Q96RA2-F1
P83120	AF-P83120-F1
P04917	AF-P04917-F1
W0TA43	4P1N
P48432	1GT0
Q943E7	AF-Q943E7-F1
Q8W1L6	AF-Q8W1L6-F1
P27278	AF-P27278-F1
O59759	AF-O59759-F1
P13674	1TJC
P51568	AF-P51568-F1
Q00587	AF-Q00587-F1
Q9H147	2MWI
Q6NZC7	AF-Q6NZC7-F1
Q9HDW1	AF-Q9HDW1-F1
Q8U1S9	4RDP
P9WNU7	AF-P9WNU7-F1
Q75N34	AF-Q75N34-F1
P53961	AF-P53961-F1
P03418	2WJ8
Q5F881	2BSQ
F2Y4A3	AF-F2Y4A3-F1
Q6PBA8	AF-Q6PBA8-F1
P20428	AF-P20428-F1
P37340	AF-P37340-F1
P49435	1G2P
Q9CQN7	AF-Q9CQN7-F1
Q9JJC8	AF-Q9JJC8-F1
O14526	7OHI
B0R191	AF-B0R191-F1
P60602	AF-P60602-F1
P04526	3U5Z
Q8CI19	AF-Q8CI19-F1
Q8NLE6	AF-Q8NLE6-F1
Q9BQA5	AF-Q9BQA5-F1
A0A7T9QPQ1	AF-A0A7T9QPQ1-F1
Q9DBP0	AF-Q9DBP0-F1
Q63645	AF-Q63645-F1
Q99312	AF-Q99312-F1
F2XFA8	AF-F2XFA8-F1
Q9XTA5	AF-Q9XTA5-F1
P39004	AF-P39004-F1
Q9VSK9	AF-Q9VSK9-F1
Q6B516	AF-Q6B516-F1
Q8N568	AF-Q8N568-F1
Q6ZMT4	3KV5
P9WJK3	3OTV
Q09092	AF-Q09092-F1
A1Z9R4	AF-A1Z9R4-F1
Q54CR8	AF-Q54CR8-F1
Q9M047	AF-Q9M047-F1
P28576	AF-P28576-F1
O43464	1LCY
Q94398	AF-Q94398-F1
P16520	AF-P16520-F1
G5EFT5	AF-G5EFT5-F1
Q6UQ28	AF-Q6UQ28-F1
P72704	AF-P72704-F1
P9WJK1	AF-P9WJK1-F1
O60733	AF-O60733-F1
O75688	2P8E
B5KVH4	AF-B5KVH4-F1
Q9D3H2	AF-Q9D3H2-F1
P40347	1D1P
G5EEM9	AF-G5EEM9-F1
F4KAF2	AF-F4KAF2-F1
P0AD86	AF-P0AD86-F1
O44249	3HHS
P31224	1IWG
F4IIS5	AF-F4IIS5-F1
Q2WCN7	AF-Q2WCN7-F1
P83320	UnFound
Q9H6P5	2A8I
Q8WYQ9	AF-Q8WYQ9-F1
Q9CQE2	AF-Q9CQE2-F1
Q6Q8B3	AF-Q6Q8B3-F1
P0C376	AF-P0C376-F1
P31232	AF-P31232-F1
Q9KN41	4NOO
P50283	AF-P50283-F1
O77334	AF-O77334-F1
Q8L3Z8	AF-Q8L3Z8-F1
Q8BVM7	AF-Q8BVM7-F1
K9NVA6	AF-K9NVA6-F1
Q58CQ2	1K8K
Q9SE97	6IQJ
P29754	AF-P29754-F1
Q15149	1MB8
O26057	2WP0
Q6PV61	AF-Q6PV61-F1
Q32P67	7RRO
O74882	AF-O74882-F1
Q9UBD0	AF-Q9UBD0-F1
Q13148	1WF0
P49095	AF-P49095-F1
Q9W7M8	AF-Q9W7M8-F1
Q9CWJ9	AF-Q9CWJ9-F1
O94989	AF-O94989-F1
Q8IH24	AF-Q8IH24-F1
Q99797	AF-Q99797-F1
P0CX63	AF-P0CX63-F1
Q47208	3DMY
Q96PJ5	AF-Q96PJ5-F1
Q9QZK7	AF-Q9QZK7-F1
Q09699	AF-Q09699-F1
P25445	1DDF
Q04199	AF-Q04199-F1
P18911	AF-P18911-F1
P23843	3TCF
Q54LX0	AF-Q54LX0-F1
O74467	AF-O74467-F1
P55056	AF-P55056-F1
O82377	AF-O82377-F1
P42026	5LC5
Q9RT63	3E1S
Q15631	1J1J
O15033	6JX5
Q6SW50	UnFound
Q9NVV0	AF-Q9NVV0-F1
A6NFY7	AF-A6NFY7-F1
Q3UBG2	AF-Q3UBG2-F1
Q72AV5	AF-Q72AV5-F1
P07746	AF-P07746-F1
Q5AJ93	7PZY
Q14203	1TXQ
Q8JI28	AF-Q8JI28-F1
Q9LVU8	AF-Q9LVU8-F1
Q8IX15	2ECC
Q09275	AF-Q09275-F1
Q86VR7	AF-Q86VR7-F1
P0CW23	AF-P0CW23-F1
Q9VWR5	AF-Q9VWR5-F1
Q9HE15	AF-Q9HE15-F1
Q6Q795	AF-Q6Q795-F1
Q6ENH2	AF-Q6ENH2-F1
Q9VC70	AF-Q9VC70-F1
O54838	AF-O54838-F1
P9WKN1	AF-P9WKN1-F1
P63139	AF-P63139-F1
Q9R1Q8	AF-Q9R1Q8-F1
Q8T1E3	AF-Q8T1E3-F1
P0C2Y6	AF-P0C2Y6-F1
P04733	AF-P04733-F1
Q6P5L3	7OYA
F0JAI6	AF-F0JAI6-F1
P24232	1GVH
P46170	1BNB
Q6DI92	AF-Q6DI92-F1
Q9LZA6	AF-Q9LZA6-F1
Q02376	5LC5
Q08817	AF-Q08817-F1
Q60980	1P7A
Q960X4	AF-Q960X4-F1
Q9USP0	5B04
P61223	AF-P61223-F1
O55171	AF-O55171-F1
Q9LXR7	AF-Q9LXR7-F1
P36209	AF-P36209-F1
Q08743	AF-Q08743-F1
Q09161	1H2T
Q05085	4OH3
Q9C966	AF-Q9C966-F1
Q66HC5	AF-Q66HC5-F1
Q46505	2AUV
Q9M3B9	AF-Q9M3B9-F1
O75159	AF-O75159-F1
Q01594	1LK9
Q9HBL7	AF-Q9HBL7-F1
P54282	AF-P54282-F1
O88764	AF-O88764-F1
Q9FNE9	AF-Q9FNE9-F1
P46951	4N5C
Q01827	AF-Q01827-F1
B4QGZ2	AF-B4QGZ2-F1
Q05777	AF-Q05777-F1
P25440	1X0J
Q9ZNT0	AF-Q9ZNT0-F1
Q84ZT9	AF-Q84ZT9-F1
P0C407	AF-P0C407-F1
O35975	AF-O35975-F1
Q13936	1T0J
Q9SK02	AF-Q9SK02-F1
P10301	2FN4
D3ZGZ6	AF-D3ZGZ6-F1
A0A1L2D3T3	AF-A0A1L2D3T3-F1
P48567	AF-P48567-F1
Q9FNY7	AF-Q9FNY7-F1
P17919	AF-P17919-F1
Q8L794	5HTR
P10826	1HRA
Q9GKU5	AF-Q9GKU5-F1
P09895	7QGG
Q8NFV4	AF-Q8NFV4-F1
Q9BZG8	AF-Q9BZG8-F1
O60609	2GH0
Q9LU68	AF-Q9LU68-F1
P13533	AF-P13533-F1
Q3C1E9	AF-Q3C1E9-F1
P10127	AF-P10127-F1
Q9VER6	AF-Q9VER6-F1
Q07637	AF-Q07637-F1
Q56YJ8	AF-Q56YJ8-F1
P62482	AF-P62482-F1
P96831	AF-P96831-F1
Q9D1A2	2ZOF
P23284	1CYN
Q9Y2T3	2UZ9
Q58A65	AF-Q58A65-F1
Q9ZSJ2	AF-Q9ZSJ2-F1
P15313	AF-P15313-F1
A7UA95	AF-A7UA95-F1
P32501	1PAQ
Q9Y6R0	3F0W
Q9QXY1	AF-Q9QXY1-F1
Q86VN1	2HTH
P0A371	AF-P0A371-F1
Q09869	AF-Q09869-F1
Q9BXB4	2D9X
Q39102	AF-Q39102-F1
P42223	AF-P42223-F1
C0HL11	AF-C0HL11-F1
P02760	1BIK
P04554	AF-P04554-F1
P05387	1S4J
P46119	AF-P46119-F1
Q8WVX9	AF-Q8WVX9-F1
P63116	AF-P63116-F1
P11205	UnFound
Q09906	6AAF
Q12494	AF-Q12494-F1
O14633	AF-O14633-F1
Q13882	1RJA
Q8I7F8	AF-Q8I7F8-F1
Q02127	1D3G
P49171	3J7P
Q4VY51	AF-Q4VY51-F1
Q91994	AF-Q91994-F1
P0DJF3	AF-P0DJF3-F1
P36606	2M7X
Q99KK9	AF-Q99KK9-F1
O08550	UnFound
Q8TBZ0	AF-Q8TBZ0-F1
A6XH05	2J5C
O35450	AF-O35450-F1
Q9Y885	AF-Q9Y885-F1
Q9BX82	AF-Q9BX82-F1
P54218	AF-P54218-F1
P20792	AF-P20792-F1
Q5JNB5	AF-Q5JNB5-F1
Q8WXG8	5HYD
Q9LV14	AF-Q9LV14-F1
P19633	AF-P19633-F1
P21538	AF-P21538-F1
Q15349	AF-Q15349-F1
P06628	1F51
P09323	AF-P09323-F1
Q84WK4	6AVV
Q8VXX9	AF-Q8VXX9-F1
F4IUX6	AF-F4IUX6-F1
Q96RI8	AF-Q96RI8-F1
O94607	AF-O94607-F1
P0ACK8	AF-P0ACK8-F1
P55854	1U4A
O54853	AF-O54853-F1
P07649	1DJ0
F6TQD1	AF-F6TQD1-F1
Q9CQB5	AF-Q9CQB5-F1
O35256	AF-O35256-F1
P53169	AF-P53169-F1
O35235	1IQA
P53538	AF-P53538-F1
Q12280	AF-Q12280-F1
A0PGB2	7UY5
Q09666	4DRW
Q47157	AF-Q47157-F1
P53437	7Z0O
P12950	AF-P12950-F1
Q96FT9	8BBE
P0AFE4	7NYH
Q32TF8	AF-Q32TF8-F1
P9WGM9	AF-P9WGM9-F1
Q5SZQ8	2DNO
Q08887	AF-Q08887-F1
P35004	AF-P35004-F1
A0A1D6LAB7	AF-A0A1D6LAB7-F1
P58681	AF-P58681-F1
Q5HYK7	AF-Q5HYK7-F1
P04038	1OCC
P10589	2EBL
A1A699	AF-A1A699-F1
P40693	3JCT
P69931	5X06
Q5TAX3	6IW6
Q8IVU3	5W87
P00899	AF-P00899-F1
P53695	AF-P53695-F1
O64847	AF-O64847-F1
Q8VHX2	AF-Q8VHX2-F1
Q06639	6K15
Q9U7D5	AF-Q9U7D5-F1
Q64355	AF-Q64355-F1
Q03390	2LUH
B9DHT4	AF-B9DHT4-F1
P10981	AF-P10981-F1
P02794	1FHA
Q91WK5	2EDG
Q01205	AF-Q01205-F1
P03817	2HNA
V5NBV4	AF-V5NBV4-F1
P0C0E4	AF-P0C0E4-F1
Q5T871	AF-Q5T871-F1
P09222	AF-P09222-F1
Q64524	AF-Q64524-F1
Q8RXS5	AF-Q8RXS5-F1
Q9QYW0	AF-Q9QYW0-F1
Q9HWR3	3C2W
Q5K651	7KSP
P0A884	1AIQ
Q9W6G6	AF-Q9W6G6-F1
Q07732	AF-Q07732-F1
D4ABX8	AF-D4ABX8-F1
Q5FWY4	AF-Q5FWY4-F1
Q10836	AF-Q10836-F1
P25236	UnFound
P41931	AF-P41931-F1
P04778	5MDX
Q02377	5LC5
P16926	7EFT
P80385	2V8Q
Q1MLL4	AF-Q1MLL4-F1
Q9HAV0	AF-Q9HAV0-F1
Q9GZY0	AF-Q9GZY0-F1
Q8BH52	AF-Q8BH52-F1
P53192	3B2E
Q8CC88	AF-Q8CC88-F1
P32394	AF-P32394-F1
Q9FE06	AF-Q9FE06-F1
P49800	AF-P49800-F1
Q9R1T4	AF-Q9R1T4-F1
Q29437	1TU5
Q96MU6	AF-Q96MU6-F1
Q9Y825	AF-Q9Y825-F1
P08862	AF-P08862-F1
Q9CZP5	6U1Y
O49596	AF-O49596-F1
Q6ZN57	AF-Q6ZN57-F1
Q39048	AF-Q39048-F1
Q9N3Q8	AF-Q9N3Q8-F1
Q58813	AF-Q58813-F1
P08368	AF-P08368-F1
P06986	1FG3
O43572	3IM4
Q8N5J2	5JKN
A0A193H327	AF-A0A193H327-F1
Q9P7C1	AF-Q9P7C1-F1
Q3UH66	AF-Q3UH66-F1
P23876	AF-P23876-F1
Q9M1V2	AF-Q9M1V2-F1
Q7SXF1	AF-Q7SXF1-F1
O48448	2LFP
P9WK13	4TVO
Q14CW9	2KKT
P84679	UnFound
Q11067	AF-Q11067-F1
Q9ZVX5	AF-Q9ZVX5-F1
P62803	AF-P62803-F1
Q5SQP1	AF-Q5SQP1-F1
Q96MU7	2YUD
O42852	AF-O42852-F1
O43847	AF-O43847-F1
O97470	AF-O97470-F1
Q9SJ84	AF-Q9SJ84-F1
Q9CY64	AF-Q9CY64-F1
P29374	2LCC
Q9NRC9	AF-Q9NRC9-F1
Q8LC30	AF-Q8LC30-F1
Q08749	6LO8
Q6ZMJ2	7C00
P19179	AF-P19179-F1
A1DPK7	AF-A1DPK7-F1
Q9CAJ0	3KB3
P9WN03	8IF8
Q92934	1G5J
B6HI95	AF-B6HI95-F1
Q2KIS2	AF-Q2KIS2-F1
Q04652	UnFound
Q82NR8	AF-Q82NR8-F1
Q54IV4	AF-Q54IV4-F1
P31442	2GFP
Q9XU42	AF-Q9XU42-F1
O14100	AF-O14100-F1
Q84P24	AF-Q84P24-F1
P52074	AF-P52074-F1
Q9Y7N3	AF-Q9Y7N3-F1
A0A0E3T552	AF-A0A0E3T552-F1
Q9NHC6	AF-Q9NHC6-F1
P30083	AF-P30083-F1
P23257	AF-P23257-F1
P07997	AF-P07997-F1
Q9H477	2FV7
Q9I1X7	2FAO
Q8TGS5	AF-Q8TGS5-F1
Q941L3	6KXT
Q9LVY7	AF-Q9LVY7-F1
Q99314	7F5M
Q67YI6	AF-Q67YI6-F1
Q9XDM9	AF-Q9XDM9-F1
P38805	5Z3G
Q9JI83	AF-Q9JI83-F1
P82916	3JD5
Q5GJ60	AF-Q5GJ60-F1
O74814	AF-O74814-F1
P11137	AF-P11137-F1
Q5M245	AF-Q5M245-F1
Q9S795	AF-Q9S795-F1
P01870	2VUO
O42906	AF-O42906-F1
O55029	5A1U
Q923J1	1IA9
Q9W0C1	AF-Q9W0C1-F1
Q9DBL7	2F6R
Q8S944	AF-Q8S944-F1
Q9M0A5	AF-Q9M0A5-F1
Q75J39	AF-Q75J39-F1
Q9R0Y8	AF-Q9R0Y8-F1
Q96TA1	7CTP
O94630	AF-O94630-F1
Q9FH66	AF-Q9FH66-F1
O42841	AF-O42841-F1
Q5A302	AF-Q5A302-F1
P09836	AF-P09836-F1
Q00604	4MY2
Q8GYP3	AF-Q8GYP3-F1
Q9UGH3	AF-Q9UGH3-F1
Q9SN46	AF-Q9SN46-F1
O14772	AF-O14772-F1
P13681	AF-P13681-F1
Q8BLB7	AF-Q8BLB7-F1
P04202	AF-P04202-F1
P60323	AF-P60323-F1
Q9Z1B5	AF-Q9Z1B5-F1
Q9VRM7	AF-Q9VRM7-F1
P32388	AF-P32388-F1
P70193	AF-P70193-F1
P17863	UnFound
Q38914	AF-Q38914-F1
O60120	AF-O60120-F1
Q2UNX8	5EO7
Q8AXV6	AF-Q8AXV6-F1
D2W6T1	4LT5
P28564	AF-P28564-F1
O43900	AF-O43900-F1
Q494P0	AF-Q494P0-F1
Q9DBH0	AF-Q9DBH0-F1
Q9LJR2	AF-Q9LJR2-F1
P9WF67	AF-P9WF67-F1
Q8R238	AF-Q8R238-F1
Q9Y4C1	AF-Q9Y4C1-F1
A5F1W7	AF-A5F1W7-F1
Q99LH2	AF-Q99LH2-F1
O49354	AF-O49354-F1
Q9U9Y8	AF-Q9U9Y8-F1
Q9LZ31	AF-Q9LZ31-F1
Q9SGI7	AF-Q9SGI7-F1
Q6UWY0	AF-Q6UWY0-F1
P51715	UnFound
Q8LPR5	AF-Q8LPR5-F1
P51451	AF-P51451-F1
Q0WW84	AF-Q0WW84-F1
Q02953	AF-Q02953-F1
D2CGS0	AF-D2CGS0-F1
Q05193	1DYN
P86589	UnFound
P55264	5KB5
Q42547	AF-Q42547-F1
Q8T2T5	AF-Q8T2T5-F1
Q6EMB2	AF-Q6EMB2-F1
Q9LS08	AF-Q9LS08-F1
Q9SAH8	AF-Q9SAH8-F1
Q58542	3UG6
Q8WUA2	7QTT
Q96CX3	AF-Q96CX3-F1
Q9ZU32	AF-Q9ZU32-F1
Q9ZV57	AF-Q9ZV57-F1
G5EG78	AF-G5EG78-F1
Q6ZWB6	6G57
Q05909	3JXG
Q1D9P3	AF-Q1D9P3-F1
P54927	AF-P54927-F1
A1L167	AF-A1L167-F1
P26569	AF-P26569-F1
P53079	AF-P53079-F1
S5VBU1	AF-S5VBU1-F1
O88819	AF-O88819-F1
Q49492	4X7U
Q9USU8	AF-Q9USU8-F1
Q62931	AF-Q62931-F1
Q9LCB9	AF-Q9LCB9-F1
Q68DQ2	UnFound
P41797	AF-P41797-F1
Q8ZPX9	4CS6
F8W0I5	AF-F8W0I5-F1
Q5U2Z2	AF-Q5U2Z2-F1
P04216	AF-P04216-F1
Q9I165	AF-Q9I165-F1
Q9FXH7	AF-Q9FXH7-F1
Q84KL3	AF-Q84KL3-F1
P0A780	1EY1
Q96AY3	AF-Q96AY3-F1
Q10289	AF-Q10289-F1
P12653	1AXD
P05107	1L3Y
Q384Y1	AF-Q384Y1-F1
P43581	AF-P43581-F1
O14405	AF-O14405-F1
P0A8A0	1KON
O74416	AF-O74416-F1
Q96Q05	AF-Q96Q05-F1
C8VQY7	AF-C8VQY7-F1
P47115	AF-P47115-F1
P56402	AF-P56402-F1
P0DP28	AF-P0DP28-F1
Q0GNC1	AF-Q0GNC1-F1
P29558	1X5O
P16790	1T6L
Q8K2G4	AF-Q8K2G4-F1
Q5ACV9	AF-Q5ACV9-F1
P87133	AF-P87133-F1
Q9ZU25	8BEP
F4IF36	AF-F4IF36-F1
Q9ULK5	6XA6
Q90XC2	AF-Q90XC2-F1
Q9JHL4	AF-Q9JHL4-F1
Q22830	AF-Q22830-F1
Q9JIC3	AF-Q9JIC3-F1
Q84TC2	AF-Q84TC2-F1
Q9Z144	AF-Q9Z144-F1
P25843	AF-P25843-F1
Q8WVK7	4AJ5
Q9W747	AF-Q9W747-F1
Q9W0V1	AF-Q9W0V1-F1
P47998	1Z7W
Q500U8	AF-Q500U8-F1
Q8INB9	AF-Q8INB9-F1
P38024	AF-P38024-F1
Q8BWP5	3W67
Q9Y2C3	AF-Q9Y2C3-F1
Q4WLB9	AF-Q4WLB9-F1
P0A6K3	1BS4
O88436	AF-O88436-F1
O80548	AF-O80548-F1
P9WKH7	AF-P9WKH7-F1
Q3UHK8	5UMZ
Q871K1	AF-Q871K1-F1
J7T0S1	AF-J7T0S1-F1
P52630	2KA4
P07604	2JHE
P0ADU2	1R6Y
P0DTV9	AF-P0DTV9-F1
P80108	AF-P80108-F1
Q9FXI7	AF-Q9FXI7-F1
P20965	AF-P20965-F1
P70997	AF-P70997-F1
P28370	AF-P28370-F1
Q1EPR5	3AXG
P35803	AF-P35803-F1
P35508	AF-P35508-F1
A0A0S2UQQ5	6SHY
Q16602	3AQF
Q8N257	6BIZ
Q9VTM5	AF-Q9VTM5-F1
Q7T070	AF-Q7T070-F1
P0ABZ8	AF-P0ABZ8-F1
Q9JLK4	AF-Q9JLK4-F1
P89454	UnFound
P41759	AF-P41759-F1
P76187	1OG6
Q59MJ1	AF-Q59MJ1-F1
A9SY39	AF-A9SY39-F1
Q9ZWA2	AF-Q9ZWA2-F1
Q9WVH6	AF-Q9WVH6-F1
O42995	5WJC
Q8VC49	AF-Q8VC49-F1
Q92817	4QMD
P08034	5KK9
Q54QG7	AF-Q54QG7-F1
Q9VVF7	AF-Q9VVF7-F1
Q8BXP5	AF-Q8BXP5-F1
Q9NWS1	AF-Q9NWS1-F1
Q61301	4K1O
Q99278	3J1O
O53168	2XIV
Q9CQA6	7PNW
Q15363	5AZW
B2LXS7	AF-B2LXS7-F1
Q60931	AF-Q60931-F1
P0DUJ7	6CGI
O74311	7L1K
G5EFF5	AF-G5EFF5-F1
Q32MQ0	8SXM
Q8W1D5	AF-Q8W1D5-F1
Q14147	AF-Q14147-F1
Q9Y6K0	8GYW
O42968	AF-O42968-F1
Q9Z2E3	AF-Q9Z2E3-F1
A7BHQ9	AF-A7BHQ9-F1
Q8T9W4	AF-Q8T9W4-F1
P41164	AF-P41164-F1
P32027	AF-P32027-F1
Q6VAB6	2Y4I
O75002	AF-O75002-F1
Q8VE85	AF-Q8VE85-F1
P62195	2KRK
Q8K4K1	AF-Q8K4K1-F1
P00163	1EZV
Q969X2	AF-Q969X2-F1
Q9PVE4	AF-Q9PVE4-F1
Q63616	AF-Q63616-F1
A1A442	AF-A1A442-F1
P09032	6I3M
Q9UQ13	7SD0
Q5W0N0	AF-Q5W0N0-F1
Q3EBY6	AF-Q3EBY6-F1
E9Q5C9	AF-E9Q5C9-F1
P52272	2DGV
Q61555	UnFound
P70298	AF-P70298-F1
Q5VXJ0	AF-Q5VXJ0-F1
P31345	2GMO
Q91VJ4	AF-Q91VJ4-F1
Q9NZH6	5HN1
Q8BGG6	AF-Q8BGG6-F1
Q5XV40	AF-Q5XV40-F1
Q9LJL6	AF-Q9LJL6-F1
P13500	1DOK
Q9LTT9	AF-Q9LTT9-F1
Q0WRB2	AF-Q0WRB2-F1
P0AAN9	AF-P0AAN9-F1
Q3HNG7	AF-Q3HNG7-F1
P28329	2FY2
Q90738	AF-Q90738-F1
Q9Y6C2	2KA3
Q12499	5WLC
P36104	AF-P36104-F1
Q9Y2G9	AF-Q9Y2G9-F1
Q05086	1C4Z
Q3E827	AF-Q3E827-F1
P20004	1ACO
O75473	4BSR
Q9UM44	AF-Q9UM44-F1
P12672	AF-P12672-F1
P21932	AF-P21932-F1
Q9LEX1	AF-Q9LEX1-F1
Q9P6K6	AF-Q9P6K6-F1
Q57261	1SB7
Q9JJS0	AF-Q9JJS0-F1
Q969T3	AF-Q969T3-F1
M0R4F8	AF-M0R4F8-F1
Q8MVA6	AF-Q8MVA6-F1
Q92203	AF-Q92203-F1
Q17307	AF-Q17307-F1
Q8GZD5	1UMZ
Q9VKJ9	5VNY
Q3UVU3	AF-Q3UVU3-F1
Q74FU5	AF-Q74FU5-F1
A2AUM9	AF-A2AUM9-F1
Q63707	1UUM
P9WMC7	AF-P9WMC7-F1
Q9SZ53	AF-Q9SZ53-F1
P86501	AF-P86501-F1
Q18892	AF-Q18892-F1
Q9LSA3	AF-Q9LSA3-F1
P60413	AF-P60413-F1
Q3ULF4	AF-Q3ULF4-F1
Q10147	AF-Q10147-F1
P31644	5O8F
Q9NQX5	AF-Q9NQX5-F1
